id,nombre,tipo_1,tipo_2,altura,peso,HP,Ataque,Defensa,Ataque Especial,Defensa Especial,Velocidad,movimientos,habilidades,imagen
174,igglybuff,normal,fairy,0.3,1.0,90,30,15,40,20,15,96,"['cute-charm', 'competitive', 'friend-guard']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/174.png
175,togepi,fairy,,0.3,1.5,35,20,65,40,65,20,106,"['hustle', 'serene-grace', 'super-luck']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/175.png
176,togetic,fairy,flying,0.6,3.2,55,40,85,80,105,40,121,"['hustle', 'serene-grace', 'super-luck']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/176.png
177,natu,psychic,flying,0.2,2.0,40,50,45,70,45,70,93,"['synchronize', 'early-bird', 'magic-bounce']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/177.png
178,xatu,psychic,flying,1.5,15.0,65,75,70,95,70,95,91,"['synchronize', 'early-bird', 'magic-bounce']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/178.png
179,mareep,electric,,0.6,7.8,55,40,40,65,45,35,71,"['static', 'plus']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/179.png
180,flaaffy,electric,,0.8,13.3,70,55,55,80,60,45,83,"['static', 'plus']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/180.png
181,ampharos,electric,,1.4,61.5,90,75,85,115,90,55,100,"['static', 'plus']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/181.png
182,bellossom,grass,,0.4,5.8,75,80,95,90,100,50,86,"['chlorophyll', 'healer']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/182.png
183,marill,water,fairy,0.4,8.5,70,20,50,20,50,40,109,"['thick-fat', 'huge-power', 'sap-sipper']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/183.png
184,azumarill,water,fairy,0.8,28.5,100,50,80,60,80,50,100,"['thick-fat', 'huge-power', 'sap-sipper']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/184.png
185,sudowoodo,rock,,1.2,38.0,70,100,115,30,65,30,101,"['sturdy', 'rock-head', 'rattled']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/185.png
186,politoed,water,,1.1,33.9,90,75,75,90,100,70,92,"['water-absorb', 'damp', 'drizzle']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/186.png
187,hoppip,grass,flying,0.4,0.5,35,35,40,35,55,50,83,"['chlorophyll', 'leaf-guard', 'infiltrator']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/187.png
188,skiploom,grass,flying,0.6,1.0,55,45,50,45,65,80,75,"['chlorophyll', 'leaf-guard', 'infiltrator']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/188.png
189,jumpluff,grass,flying,0.8,3.0,75,55,70,55,95,110,78,"['chlorophyll', 'leaf-guard', 'infiltrator']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/189.png
190,aipom,normal,,0.8,11.5,55,70,55,40,55,85,115,"['run-away', 'pickup', 'skill-link']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/190.png
191,sunkern,grass,,0.3,1.8,30,30,30,30,30,30,63,"['chlorophyll', 'solar-power', 'early-bird']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/191.png
192,sunflora,grass,,0.8,8.5,75,75,55,105,85,30,69,"['chlorophyll', 'solar-power', 'early-bird']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png
193,yanma,bug,flying,1.2,38.0,65,65,45,75,45,95,73,"['speed-boost', 'compound-eyes', 'frisk']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png
194,wooper,water,ground,0.4,8.5,55,45,45,25,25,15,92,"['damp', 'water-absorb', 'unaware']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png
195,quagsire,water,ground,1.4,75.0,95,85,85,65,65,35,102,"['damp', 'water-absorb', 'unaware']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png
196,espeon,psychic,,0.9,26.5,65,65,60,130,95,110,101,"['synchronize', 'magic-bounce']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png
197,umbreon,dark,,1.0,27.0,95,65,110,60,130,65,98,"['synchronize', 'inner-focus']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/197.png
198,murkrow,dark,flying,0.5,2.1,60,85,42,85,42,91,98,"['insomnia', 'super-luck', 'prankster']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/198.png
199,slowking,water,psychic,2.0,79.5,95,75,80,100,110,30,134,"['oblivious', 'own-tempo', 'regenerator']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png
200,misdreavus,ghost,,0.7,1.0,60,60,60,85,85,85,108,['levitate'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/200.png
201,unown,psychic,,0.5,5.0,48,72,48,72,48,48,1,['levitate'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/201.png
202,wobbuffet,psychic,,1.3,28.5,190,33,58,33,58,33,8,"['shadow-tag', 'telepathy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/202.png
203,girafarig,normal,psychic,1.5,41.5,70,80,65,90,65,85,112,"['inner-focus', 'early-bird', 'sap-sipper']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/203.png
204,pineco,bug,,0.6,7.2,50,65,90,35,35,15,78,"['sturdy', 'overcoat']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/204.png
205,forretress,bug,steel,1.2,125.8,75,90,140,60,60,40,97,"['sturdy', 'overcoat']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/205.png
206,dunsparce,normal,,1.5,14.0,100,70,70,65,65,45,116,"['serene-grace', 'run-away', 'rattled']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/206.png
207,gligar,ground,flying,1.1,64.8,65,75,105,35,65,85,112,"['hyper-cutter', 'sand-veil', 'immunity']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/207.png
208,steelix,steel,ground,9.2,400.0,75,85,200,55,65,30,96,"['rock-head', 'sturdy', 'sheer-force']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png
209,snubbull,fairy,,0.6,7.8,60,80,50,40,40,30,111,"['intimidate', 'run-away', 'rattled']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/209.png
210,granbull,fairy,,1.4,48.7,90,120,75,60,60,45,118,"['intimidate', 'quick-feet', 'rattled']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/210.png
211,qwilfish,water,poison,0.5,3.9,65,95,85,55,55,85,99,"['poison-point', 'swift-swim', 'intimidate']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png
212,scizor,bug,steel,1.8,118.0,70,130,100,55,80,65,97,"['swarm', 'technician', 'light-metal']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png
213,shuckle,bug,rock,0.6,20.5,20,10,230,10,230,5,81,"['sturdy', 'gluttony', 'contrary']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png
214,heracross,bug,fighting,1.5,54.0,80,125,75,40,95,85,99,"['swarm', 'guts', 'moxie']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png
215,sneasel,dark,ice,0.9,28.0,55,95,55,35,75,115,117,"['inner-focus', 'keen-eye', 'pickpocket']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png
216,teddiursa,normal,,0.6,8.8,60,80,50,50,50,40,103,"['pickup', 'quick-feet', 'honey-gather']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/216.png
217,ursaring,normal,,1.8,125.8,90,130,75,75,75,55,107,"['guts', 'quick-feet', 'unnerve']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/217.png
218,slugma,fire,,0.7,35.0,40,40,40,70,40,20,80,"['magma-armor', 'flame-body', 'weak-armor']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/218.png
219,magcargo,fire,rock,0.8,55.0,60,50,120,90,80,30,90,"['magma-armor', 'flame-body', 'weak-armor']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/219.png
220,swinub,ice,ground,0.4,6.5,50,50,40,30,30,50,78,"['oblivious', 'snow-cloak', 'thick-fat']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/220.png
221,piloswine,ice,ground,1.1,55.8,100,100,80,60,60,50,85,"['oblivious', 'snow-cloak', 'thick-fat']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/221.png
222,corsola,water,rock,0.6,5.0,65,55,95,65,95,35,94,"['hustle', 'natural-cure', 'regenerator']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/222.png
223,remoraid,water,,0.6,12.0,35,65,35,65,35,65,73,"['hustle', 'sniper', 'moody']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/223.png
224,octillery,water,,0.9,28.5,75,105,75,105,75,45,81,"['suction-cups', 'sniper', 'moody']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/224.png
225,delibird,ice,flying,0.9,16.0,45,55,45,65,45,75,101,"['vital-spirit', 'hustle', 'insomnia']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/225.png
226,mantine,water,flying,2.1,220.0,85,40,70,80,140,70,87,"['swift-swim', 'water-absorb', 'water-veil']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/226.png
227,skarmory,steel,flying,1.7,50.5,65,80,140,40,70,70,90,"['keen-eye', 'sturdy', 'weak-armor']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/227.png
228,houndour,dark,fire,0.6,10.8,45,60,30,80,50,65,94,"['early-bird', 'flash-fire', 'unnerve']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/228.png
229,houndoom,dark,fire,1.4,35.0,75,90,50,110,80,95,95,"['early-bird', 'flash-fire', 'unnerve']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/229.png
230,kingdra,water,dragon,1.8,152.0,75,95,95,95,95,85,78,"['swift-swim', 'sniper', 'damp']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/230.png
231,phanpy,ground,,0.5,33.5,90,60,60,40,40,40,77,"['pickup', 'sand-veil']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/231.png
232,donphan,ground,,1.1,120.0,90,120,120,60,60,50,94,"['sturdy', 'sand-veil']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/232.png
233,porygon2,normal,,0.6,32.5,85,80,90,105,95,60,78,"['trace', 'download', 'analytic']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/233.png
234,stantler,normal,,1.4,71.2,73,95,62,85,65,85,103,"['intimidate', 'frisk', 'sap-sipper']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/234.png
235,smeargle,normal,,1.2,58.0,55,20,35,20,45,75,1,"['own-tempo', 'technician', 'moody']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/235.png
236,tyrogue,fighting,,0.7,21.0,35,35,35,35,35,35,66,"['guts', 'steadfast', 'vital-spirit']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/236.png
237,hitmontop,fighting,,1.4,48.0,50,95,95,35,110,70,89,"['intimidate', 'technician', 'steadfast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/237.png
238,smoochum,ice,psychic,0.4,6.0,45,30,15,85,65,65,93,"['oblivious', 'forewarn', 'hydration']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/238.png
239,elekid,electric,,0.6,23.5,45,63,37,65,55,95,87,"['static', 'vital-spirit']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/239.png
240,magby,fire,,0.7,21.4,45,75,37,70,55,83,85,"['flame-body', 'vital-spirit']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/240.png
241,miltank,normal,,1.2,75.5,95,80,105,40,70,100,99,"['thick-fat', 'scrappy', 'sap-sipper']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/241.png
242,blissey,normal,,1.5,46.8,255,10,10,75,135,55,137,"['natural-cure', 'serene-grace', 'healer']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/242.png
243,raikou,electric,,1.9,178.0,90,85,75,115,100,115,86,"['pressure', 'inner-focus']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/243.png
244,entei,fire,,2.1,198.0,115,115,85,90,75,100,81,"['pressure', 'inner-focus']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/244.png
245,suicune,water,,2.0,187.0,100,75,115,90,115,85,84,"['pressure', 'inner-focus']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/245.png
246,larvitar,rock,ground,0.6,72.0,50,64,50,45,50,41,80,"['guts', 'sand-veil']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/246.png
247,pupitar,rock,ground,1.2,152.0,70,84,70,65,70,51,81,['shed-skin'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/247.png
248,tyranitar,rock,dark,2.0,202.0,100,134,110,95,100,61,134,"['sand-stream', 'unnerve']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/248.png
249,lugia,psychic,flying,5.2,216.0,106,90,130,90,154,110,117,"['pressure', 'multiscale']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/249.png
250,ho-oh,fire,flying,3.8,199.0,106,130,90,110,154,90,102,"['pressure', 'regenerator']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/250.png
251,celebi,psychic,grass,0.6,5.0,100,100,100,100,100,100,104,['natural-cure'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/251.png
