id,nombre,tipo_1,tipo_2,altura,peso,HP,Ataque,Defensa,Ataque Especial,Defensa Especial,Velocidad,movimientos,habilidades,imagen
861,grimmsnarl,dark,fairy,1.5,61.0,95,120,65,95,75,60,75,"['prankster', 'frisk', 'pickpocket']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/861.png
862,obstagoon,dark,normal,1.6,46.0,93,90,101,60,81,95,81,"['reckless', 'guts', 'defiant']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/862.png
863,perrserker,steel,,0.8,28.0,70,110,100,50,60,50,78,"['battle-armor', 'tough-claws', 'steely-spirit']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/863.png
864,cursola,ghost,,1.0,0.4,60,95,50,145,130,30,69,"['weak-armor', 'perish-body']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/864.png
865,sirfetchd,fighting,,0.8,117.0,62,135,95,68,82,65,44,"['steadfast', 'scrappy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/865.png
866,mr-rime,ice,psychic,1.5,58.2,80,85,75,110,100,70,89,"['tangled-feet', 'screen-cleaner', 'ice-body']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/866.png
867,runerigus,ground,ghost,1.6,66.6,58,95,145,50,105,30,67,['wandering-spirit'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/867.png
868,milcery,fairy,,0.2,0.3,45,40,40,50,61,34,27,"['sweet-veil', 'aroma-veil']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/868.png
869,alcremie,fairy,,0.3,0.5,65,60,75,110,121,64,55,"['sweet-veil', 'aroma-veil']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/869.png
870,falinks,fighting,,3.0,62.0,65,100,100,70,60,75,57,"['battle-armor', 'defiant']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/870.png
871,pincurchin,electric,,0.3,1.0,48,101,95,91,85,15,60,"['lightning-rod', 'electric-surge']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/871.png
872,snom,ice,bug,0.3,3.8,30,25,35,45,30,20,21,"['shield-dust', 'ice-scales']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/872.png
873,frosmoth,ice,bug,1.3,42.0,70,65,60,125,90,65,56,"['shield-dust', 'ice-scales']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/873.png
874,stonjourner,rock,,2.5,520.0,100,125,135,20,20,70,55,['power-spot'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/874.png
875,eiscue-ice,ice,,1.4,89.0,75,80,110,65,90,50,55,['ice-face'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/875.png
876,indeedee-male,psychic,normal,0.9,28.0,60,65,55,105,95,95,57,"['inner-focus', 'synchronize', 'psychic-surge']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/876.png
877,morpeko-full-belly,electric,dark,0.3,3.0,58,95,58,70,58,97,74,['hunger-switch'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/877.png
878,cufant,steel,,1.2,100.0,72,80,49,40,49,40,57,"['sheer-force', 'heavy-metal']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/878.png
879,copperajah,steel,,3.0,650.0,122,130,69,80,69,30,64,"['sheer-force', 'heavy-metal']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/879.png
880,dracozolt,electric,dragon,1.8,190.0,90,100,90,80,70,75,58,"['volt-absorb', 'hustle', 'sand-rush']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/880.png
881,arctozolt,electric,ice,2.3,150.0,90,100,90,90,80,55,54,"['volt-absorb', 'static', 'slush-rush']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/881.png
882,dracovish,water,dragon,2.3,215.0,90,90,100,70,80,75,50,"['water-absorb', 'strong-jaw', 'sand-rush']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/882.png
883,arctovish,water,ice,2.0,175.0,90,90,100,80,90,55,45,"['water-absorb', 'ice-body', 'slush-rush']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/883.png
884,duraludon,steel,dragon,1.8,40.0,70,95,115,120,50,85,60,"['light-metal', 'heavy-metal', 'stalwart']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/884.png
885,dreepy,dragon,ghost,0.5,2.0,28,60,30,40,30,82,26,"['clear-body', 'infiltrator', 'cursed-body']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/885.png
886,drakloak,dragon,ghost,1.4,11.0,68,80,50,60,50,102,59,"['clear-body', 'infiltrator', 'cursed-body']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/886.png
887,dragapult,dragon,ghost,3.0,50.0,88,120,75,100,75,142,69,"['clear-body', 'infiltrator', 'cursed-body']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/887.png
888,zacian,fairy,,2.8,110.0,92,120,115,80,115,138,63,['intrepid-sword'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/888.png
889,zamazenta,fighting,,2.9,210.0,92,120,115,80,115,138,68,['dauntless-shield'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/889.png
890,eternatus,poison,dragon,20.0,950.0,140,85,95,145,95,130,53,['pressure'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/890.png
891,kubfu,fighting,,0.6,12.0,60,90,60,53,50,72,48,['inner-focus'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/891.png
892,urshifu-single-strike,fighting,dark,1.9,105.0,100,130,100,63,60,97,75,['unseen-fist'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/892.png
893,zarude,dark,grass,1.8,70.0,105,120,105,70,95,105,82,['leaf-guard'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/893.png
894,regieleki,electric,,1.2,145.0,80,100,50,100,50,200,47,['transistor'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/894.png
895,regidrago,dragon,,2.1,200.0,200,100,50,100,50,80,43,['dragons-maw'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/895.png
896,glastrier,ice,,2.2,800.0,100,145,130,65,110,30,55,['chilling-neigh'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/896.png
897,spectrier,ghost,,2.0,44.5,100,65,60,145,80,130,50,['grim-neigh'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/897.png
898,calyrex,psychic,grass,1.1,7.7,100,80,80,80,80,80,69,['unnerve'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/898.png
899,wyrdeer,normal,psychic,1.8,95.1,103,105,72,105,75,65,68,"['intimidate', 'frisk', 'sap-sipper']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/899.png
900,kleavor,bug,rock,1.8,89.0,70,135,95,45,70,85,56,"['swarm', 'sheer-force', 'sharpness']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/900.png
901,ursaluna,ground,normal,2.4,290.0,130,140,105,45,80,50,77,"['guts', 'bulletproof', 'unnerve']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/901.png
902,basculegion-male,water,ghost,3.0,110.0,120,112,65,80,75,78,54,"['swift-swim', 'adaptability', 'mold-breaker']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/902.png
903,sneasler,fighting,poison,1.3,43.0,80,130,60,40,80,120,65,"['pressure', 'unburden', 'poison-touch']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/903.png
904,overqwil,dark,poison,2.5,60.5,85,115,95,65,65,85,63,"['poison-point', 'swift-swim', 'intimidate']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/904.png
905,enamorus-incarnate,fairy,flying,1.6,48.0,74,115,70,135,80,106,54,"['cute-charm', 'contrary']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/905.png
