id,nombre,tipo_1,tipo_2,altura,peso,HP,Ataque,Defensa,Ataque Especial,Defensa Especial,Velocidad,movimientos,habilidades,imagen
446,munchlax,normal,,0.6,105.0,135,85,40,40,85,5,105,"['pickup', 'thick-fat', 'gluttony']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/446.png
447,riolu,fighting,,0.7,20.2,40,70,40,35,40,60,97,"['steadfast', 'inner-focus', 'prankster']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/447.png
448,lucario,fighting,steel,1.2,54.0,70,110,70,115,70,90,115,"['steadfast', 'inner-focus', 'justified']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/448.png
449,hippopotas,ground,,0.8,49.5,68,72,78,38,42,32,68,"['sand-stream', 'sand-force']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/449.png
450,hippowdon,ground,,2.0,300.0,108,112,118,68,72,47,70,"['sand-stream', 'sand-force']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/450.png
451,skorupi,poison,bug,0.8,12.0,40,50,90,30,55,65,77,"['battle-armor', 'sniper', 'keen-eye']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/451.png
452,drapion,poison,dark,1.3,61.5,70,90,110,60,75,95,90,"['battle-armor', 'sniper', 'keen-eye']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/452.png
453,croagunk,poison,fighting,0.7,23.0,48,61,40,61,40,50,112,"['anticipation', 'dry-skin', 'poison-touch']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/453.png
454,toxicroak,poison,fighting,1.3,44.4,83,106,65,86,65,85,108,"['anticipation', 'dry-skin', 'poison-touch']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/454.png
455,carnivine,grass,,1.4,27.0,74,100,72,90,72,46,70,['levitate'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/455.png
456,finneon,water,,0.4,7.0,49,49,56,49,61,66,74,"['swift-swim', 'storm-drain', 'water-veil']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/456.png
457,lumineon,water,,1.2,24.0,69,69,76,69,86,91,72,"['swift-swim', 'storm-drain', 'water-veil']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/457.png
458,mantyke,water,flying,1.0,65.0,45,20,50,60,120,50,66,"['swift-swim', 'water-absorb', 'water-veil']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/458.png
459,snover,grass,ice,1.0,50.5,60,62,50,62,60,40,76,"['snow-warning', 'soundproof']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/459.png
460,abomasnow,grass,ice,2.2,135.5,90,92,75,92,85,60,95,"['snow-warning', 'soundproof']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/460.png
461,weavile,dark,ice,1.1,34.0,70,120,65,45,85,125,108,"['pressure', 'pickpocket']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/461.png
462,magnezone,electric,steel,1.2,180.0,70,70,115,130,90,60,81,"['magnet-pull', 'sturdy', 'analytic']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/462.png
463,lickilicky,normal,,1.7,140.0,110,85,95,80,95,50,102,"['own-tempo', 'oblivious', 'cloud-nine']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/463.png
464,rhyperior,ground,rock,2.4,282.8,115,140,130,55,55,40,128,"['lightning-rod', 'solid-rock', 'reckless']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/464.png
465,tangrowth,grass,,2.0,128.6,100,100,125,110,50,50,84,"['chlorophyll', 'leaf-guard', 'regenerator']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/465.png
466,electivire,electric,,1.8,138.6,75,123,67,95,85,95,98,"['motor-drive', 'vital-spirit']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/466.png
467,magmortar,fire,,1.6,68.0,75,95,67,125,95,83,102,"['flame-body', 'vital-spirit']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/467.png
468,togekiss,fairy,flying,1.5,38.0,85,50,95,120,115,80,118,"['hustle', 'serene-grace', 'super-luck']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/468.png
469,yanmega,bug,flying,1.9,51.5,86,76,86,116,56,95,79,"['speed-boost', 'tinted-lens', 'frisk']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/469.png
470,leafeon,grass,,1.0,25.5,65,110,130,60,65,95,90,"['leaf-guard', 'chlorophyll']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/470.png
471,glaceon,ice,,0.8,25.9,65,60,110,130,95,65,87,"['snow-cloak', 'ice-body']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/471.png
472,gliscor,ground,flying,2.0,42.5,75,95,125,45,75,95,110,"['hyper-cutter', 'sand-veil', 'poison-heal']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/472.png
473,mamoswine,ice,ground,2.5,291.0,110,130,80,70,60,80,91,"['oblivious', 'snow-cloak', 'thick-fat']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/473.png
474,porygon-z,normal,,0.9,34.0,85,80,70,135,75,90,80,"['adaptability', 'download', 'analytic']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/474.png
475,gallade,psychic,fighting,1.6,52.0,68,125,65,65,115,80,145,"['steadfast', 'sharpness', 'justified']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/475.png
476,probopass,rock,steel,1.4,340.0,60,55,145,75,150,40,90,"['sturdy', 'magnet-pull', 'sand-force']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/476.png
477,dusknoir,ghost,,2.2,106.6,45,100,135,65,135,45,103,"['pressure', 'frisk']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/477.png
478,froslass,ice,ghost,1.3,26.6,70,80,70,80,70,110,95,"['snow-cloak', 'cursed-body']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/478.png
479,rotom,electric,ghost,0.3,0.3,50,50,77,95,77,91,66,['levitate'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/479.png
480,uxie,psychic,,0.3,0.3,75,75,130,75,130,95,99,['levitate'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/480.png
481,mesprit,psychic,,0.3,0.3,80,105,105,105,105,80,99,['levitate'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/481.png
482,azelf,psychic,,0.3,0.3,75,125,70,125,70,115,101,['levitate'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/482.png
483,dialga,steel,dragon,5.4,683.0,100,120,120,150,100,90,92,"['pressure', 'telepathy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/483.png
484,palkia,water,dragon,4.2,336.0,90,120,100,150,120,100,98,"['pressure', 'telepathy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/484.png
485,heatran,fire,steel,1.7,430.0,91,90,106,130,106,77,86,"['flash-fire', 'flame-body']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/485.png
486,regigigas,normal,,3.7,420.0,110,160,110,80,110,100,85,['slow-start'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/486.png
487,giratina-altered,ghost,dragon,4.5,750.0,150,100,120,100,120,90,95,"['pressure', 'telepathy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/487.png
488,cresselia,psychic,,1.5,85.6,120,70,110,75,120,85,82,['levitate'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/488.png
489,phione,water,,0.4,3.1,80,80,80,80,80,80,68,['hydration'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/489.png
490,manaphy,water,,0.3,1.4,100,100,100,100,100,100,83,['hydration'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/490.png
491,darkrai,dark,,1.5,50.5,70,90,90,135,90,125,94,['bad-dreams'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/491.png
492,shaymin-land,grass,,0.2,2.1,100,100,100,100,100,100,76,['natural-cure'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/492.png
493,arceus,normal,,3.2,320.0,120,120,120,120,120,120,173,['multitype'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/493.png
