id,nombre,tipo_1,tipo_2,altura,peso,HP,Ataque,Defensa,Ataque Especial,Defensa Especial,Velocidad,movimientos,habilidades,imagen
743,ribombee,bug,fairy,0.2,0.5,60,55,60,95,70,124,86,"['honey-gather', 'shield-dust', 'sweet-veil']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/743.png
744,rockruff,rock,,0.5,9.2,45,65,40,30,40,60,64,"['keen-eye', 'vital-spirit', 'steadfast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/744.png
745,lycanroc-midday,rock,,0.8,25.0,75,115,65,55,65,112,76,"['keen-eye', 'sand-rush', 'steadfast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/745.png
746,wishiwashi-solo,water,,0.2,0.3,45,20,20,25,25,40,52,['schooling'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/746.png
747,mareanie,poison,water,0.4,8.0,50,53,62,43,52,45,66,"['merciless', 'limber', 'regenerator']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/747.png
748,toxapex,poison,water,0.7,14.5,50,63,152,53,142,35,73,"['merciless', 'limber', 'regenerator']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/748.png
749,mudbray,ground,,1.0,110.0,70,100,70,45,55,45,57,"['own-tempo', 'stamina', 'inner-focus']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/749.png
750,mudsdale,ground,,2.5,920.0,100,125,100,55,85,35,62,"['own-tempo', 'stamina', 'inner-focus']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/750.png
751,dewpider,water,bug,0.3,4.0,38,40,52,40,72,27,63,"['water-bubble', 'water-absorb']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/751.png
752,araquanid,water,bug,1.8,82.0,68,70,92,50,132,42,70,"['water-bubble', 'water-absorb']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/752.png
753,fomantis,grass,,0.3,1.5,40,55,35,50,35,35,57,"['leaf-guard', 'contrary']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/753.png
754,lurantis,grass,,0.9,18.5,70,105,90,80,90,45,71,"['leaf-guard', 'contrary']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/754.png
755,morelull,grass,fairy,0.2,1.5,40,35,55,65,75,15,56,"['illuminate', 'effect-spore', 'rain-dish']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/755.png
756,shiinotic,grass,fairy,1.0,11.5,60,45,80,90,100,30,58,"['illuminate', 'effect-spore', 'rain-dish']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/756.png
757,salandit,poison,fire,0.6,4.8,48,44,40,71,40,77,77,"['corrosion', 'oblivious']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/757.png
758,salazzle,poison,fire,1.2,22.2,68,64,60,111,60,117,92,"['corrosion', 'oblivious']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/758.png
759,stufful,normal,fighting,0.5,6.8,70,75,50,45,50,50,62,"['fluffy', 'klutz', 'cute-charm']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/759.png
760,bewear,normal,fighting,2.1,135.0,120,125,80,55,60,60,70,"['fluffy', 'klutz', 'unnerve']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/760.png
761,bounsweet,grass,,0.3,3.2,42,30,38,30,38,32,58,"['leaf-guard', 'oblivious', 'sweet-veil']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/761.png
762,steenee,grass,,0.7,8.2,52,40,48,40,48,62,64,"['leaf-guard', 'oblivious', 'sweet-veil']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/762.png
763,tsareena,grass,,1.2,21.4,72,120,98,50,98,72,77,"['leaf-guard', 'queenly-majesty', 'sweet-veil']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/763.png
764,comfey,fairy,,0.1,0.3,51,52,90,82,110,100,82,"['flower-veil', 'triage', 'natural-cure']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/764.png
765,oranguru,normal,psychic,1.5,76.0,90,60,80,90,110,60,91,"['inner-focus', 'telepathy', 'symbiosis']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/765.png
766,passimian,fighting,,2.0,82.8,100,120,90,40,60,80,91,"['receiver', 'defiant']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/766.png
767,wimpod,bug,water,0.5,12.0,25,35,40,20,30,80,38,['wimp-out'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/767.png
768,golisopod,bug,water,2.0,108.0,75,125,140,60,90,40,81,['emergency-exit'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/768.png
769,sandygast,ghost,ground,0.5,70.0,55,55,80,70,45,15,72,"['water-compaction', 'sand-veil']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/769.png
770,palossand,ghost,ground,1.3,250.0,85,75,110,100,75,35,73,"['water-compaction', 'sand-veil']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/770.png
771,pyukumuku,water,,0.3,1.2,55,60,130,30,130,5,40,"['innards-out', 'unaware']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/771.png
772,type-null,normal,,1.9,120.5,95,95,95,95,95,59,56,['battle-armor'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/772.png
773,silvally,normal,,2.3,100.5,95,95,95,95,95,95,88,['rks-system'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/773.png
774,minior-red-meteor,rock,flying,0.3,40.0,60,60,100,60,100,60,64,['shields-down'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/774.png
775,komala,normal,,0.4,19.9,65,115,65,75,95,65,73,['comatose'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/775.png
776,turtonator,fire,dragon,2.0,212.0,60,78,135,91,85,36,80,['shell-armor'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/776.png
777,togedemaru,electric,steel,0.3,3.3,65,98,63,40,73,96,78,"['iron-barbs', 'lightning-rod', 'sturdy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/777.png
778,mimikyu-disguised,ghost,fairy,0.2,0.7,55,90,80,50,105,96,87,['disguise'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/778.png
779,bruxish,water,psychic,0.9,19.0,68,105,70,70,70,92,84,"['dazzling', 'strong-jaw', 'wonder-skin']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/779.png
780,drampa,normal,dragon,3.0,185.0,78,60,85,135,91,36,88,"['berserk', 'sap-sipper', 'cloud-nine']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/780.png
781,dhelmise,ghost,grass,3.9,210.0,70,131,100,86,90,40,76,['steelworker'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/781.png
782,jangmo-o,dragon,,0.6,29.7,45,55,65,45,45,45,66,"['bulletproof', 'soundproof', 'overcoat']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/782.png
783,hakamo-o,dragon,fighting,1.2,47.0,55,75,90,65,70,65,80,"['bulletproof', 'soundproof', 'overcoat']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/783.png
784,kommo-o,dragon,fighting,1.6,78.2,75,110,125,100,105,85,107,"['bulletproof', 'soundproof', 'overcoat']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/784.png
785,tapu-koko,electric,fairy,1.8,20.5,70,115,85,95,75,130,74,"['electric-surge', 'telepathy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/785.png
786,tapu-lele,psychic,fairy,1.2,18.6,70,85,75,130,115,95,71,"['psychic-surge', 'telepathy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/786.png
787,tapu-bulu,grass,fairy,1.9,45.5,70,130,115,85,95,75,81,"['grassy-surge', 'telepathy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/787.png
788,tapu-fini,water,fairy,1.3,21.2,70,75,115,95,130,85,71,"['misty-surge', 'telepathy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/788.png
789,cosmog,psychic,,0.2,0.1,43,29,31,29,31,37,2,['unaware'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/789.png
790,cosmoem,psychic,,0.1,999.9,43,29,131,29,131,37,2,['sturdy'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png
791,solgaleo,psychic,steel,3.4,230.0,137,137,107,113,89,97,87,['full-metal-body'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png
792,lunala,psychic,ghost,4.0,120.0,137,113,89,137,107,97,85,['shadow-shield'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png
793,nihilego,rock,poison,1.2,55.5,109,53,47,127,131,103,72,['beast-boost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png
794,buzzwole,bug,fighting,2.4,333.6,107,139,139,53,53,79,65,['beast-boost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png
795,pheromosa,bug,fighting,1.8,25.0,71,137,37,137,37,151,66,['beast-boost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png
796,xurkitree,electric,,3.8,100.0,83,89,71,173,71,83,58,['beast-boost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png
797,celesteela,steel,flying,9.2,999.9,97,101,103,107,101,61,65,['beast-boost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png
798,kartana,grass,steel,0.3,0.1,59,181,131,59,31,109,45,['beast-boost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png
799,guzzlord,dark,dragon,5.5,888.0,223,101,53,97,53,43,76,['beast-boost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png
800,necrozma,psychic,,2.4,230.0,97,107,101,127,89,79,90,['prism-armor'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/800.png
801,magearna,steel,fairy,1.0,80.5,80,95,115,130,115,65,104,['soul-heart'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/801.png
802,marshadow,fighting,ghost,0.7,22.2,90,125,80,90,90,125,84,['technician'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png
803,poipole,poison,,0.6,1.8,67,73,67,73,67,73,37,['beast-boost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/803.png
804,naganadel,poison,dragon,3.6,150.0,73,73,73,127,73,121,77,['beast-boost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/804.png
805,stakataka,rock,steel,5.5,820.0,61,131,211,53,101,13,66,['beast-boost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/805.png
806,blacephalon,fire,ghost,1.8,13.0,53,127,53,151,79,107,66,['beast-boost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/806.png
807,zeraora,electric,,1.5,44.5,88,112,75,102,80,143,83,['volt-absorb'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png
808,meltan,steel,,0.2,8.0,46,65,65,55,35,34,20,['magnet-pull'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png
809,melmetal,steel,,2.5,800.0,135,143,143,80,65,34,47,['iron-fist'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png
