id,nombre,tipo_1,tipo_2,altura,peso,HP,Ataque,Defensa,Ataque Especial,Defensa Especial,Velocidad,movimientos,habilidades,imagen
271,lombre,water,grass,1.2,32.5,60,50,50,60,70,50,97,"['swift-swim', 'rain-dish', 'own-tempo']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png
272,ludicolo,water,grass,1.5,55.0,80,70,70,90,100,70,104,"['swift-swim', 'rain-dish', 'own-tempo']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png
273,seedot,grass,,0.5,4.0,40,40,50,30,30,30,74,"['chlorophyll', 'early-bird', 'pickpocket']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png
274,nuzleaf,grass,dark,1.0,28.0,70,70,40,60,40,60,108,"['chlorophyll', 'early-bird', 'pickpocket']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png
275,shiftry,grass,dark,1.3,59.6,90,100,60,90,60,80,136,"['chlorophyll', 'wind-rider', 'pickpocket']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png
276,taillow,normal,flying,0.3,2.3,40,55,30,30,30,85,61,"['guts', 'scrappy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png
277,swellow,normal,flying,0.7,19.8,60,85,60,75,50,125,56,"['guts', 'scrappy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png
278,wingull,water,flying,0.6,9.5,40,30,30,55,30,85,78,"['keen-eye', 'hydration', 'rain-dish']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png
279,pelipper,water,flying,1.2,28.0,60,50,100,95,70,65,87,"['keen-eye', 'drizzle', 'rain-dish']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png
280,ralts,psychic,fairy,0.4,6.6,28,25,25,45,35,40,104,"['synchronize', 'trace', 'telepathy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png
281,kirlia,psychic,fairy,0.8,20.2,38,35,35,65,55,50,98,"['synchronize', 'trace', 'telepathy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png
282,gardevoir,psychic,fairy,1.6,48.4,68,65,65,125,115,80,115,"['synchronize', 'trace', 'telepathy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png
283,surskit,bug,water,0.5,1.7,40,30,32,50,52,65,74,"['swift-swim', 'rain-dish']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png
284,masquerain,bug,flying,0.8,3.6,70,60,62,100,82,80,94,"['intimidate', 'unnerve']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png
285,shroomish,grass,,0.4,4.5,60,40,60,40,60,35,62,"['effect-spore', 'poison-heal', 'quick-feet']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png
286,breloom,grass,fighting,1.2,39.2,60,130,80,60,60,70,103,"['effect-spore', 'poison-heal', 'technician']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png
287,slakoth,normal,,0.8,24.0,60,60,60,35,35,30,96,['truant'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png
288,vigoroth,normal,,1.4,46.5,80,80,80,55,55,90,113,['vital-spirit'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png
289,slaking,normal,,2.0,130.5,150,160,100,95,65,100,127,['truant'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png
290,nincada,bug,ground,0.5,5.5,31,45,90,30,30,40,54,"['compound-eyes', 'run-away']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png
291,ninjask,bug,flying,0.8,12.0,61,90,45,50,50,160,69,"['speed-boost', 'infiltrator']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png
292,shedinja,bug,ghost,0.8,1.2,1,90,45,30,30,40,66,['wonder-guard'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png
293,whismur,normal,,0.6,16.3,64,51,23,51,23,28,72,"['soundproof', 'rattled']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png
294,loudred,normal,,1.0,40.5,84,71,43,71,43,48,79,"['soundproof', 'scrappy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/294.png
295,exploud,normal,,1.5,84.0,104,91,63,91,73,68,94,"['soundproof', 'scrappy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/295.png
296,makuhita,fighting,,1.0,86.4,72,60,30,20,30,25,99,"['thick-fat', 'guts', 'sheer-force']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/296.png
297,hariyama,fighting,,2.3,253.8,144,120,60,40,60,50,101,"['thick-fat', 'guts', 'sheer-force']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/297.png
298,azurill,normal,fairy,0.2,2.0,50,20,40,20,40,20,74,"['thick-fat', 'huge-power', 'sap-sipper']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/298.png
299,nosepass,rock,,1.0,97.0,30,45,135,45,90,30,84,"['sturdy', 'magnet-pull', 'sand-force']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/299.png
300,skitty,normal,,0.6,11.0,50,45,45,35,35,50,85,"['cute-charm', 'normalize', 'wonder-skin']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/300.png
301,delcatty,normal,,1.1,32.6,70,65,65,55,55,90,80,"['cute-charm', 'normalize', 'wonder-skin']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/301.png
302,sableye,dark,ghost,0.5,11.0,50,75,75,65,65,50,135,"['keen-eye', 'stall', 'prankster']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/302.png
303,mawile,steel,fairy,0.6,11.5,50,85,85,55,55,50,108,"['hyper-cutter', 'intimidate', 'sheer-force']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/303.png
304,aron,steel,rock,0.4,60.0,50,70,100,40,40,30,74,"['sturdy', 'rock-head', 'heavy-metal']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/304.png
305,lairon,steel,rock,0.9,120.0,60,90,140,50,50,40,73,"['sturdy', 'rock-head', 'heavy-metal']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/305.png
306,aggron,steel,rock,2.1,360.0,70,110,180,60,60,50,121,"['sturdy', 'rock-head', 'heavy-metal']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/306.png
307,meditite,fighting,psychic,0.6,11.2,30,40,55,40,55,60,110,"['pure-power', 'telepathy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/307.png
308,medicham,fighting,psychic,1.3,31.5,60,60,75,60,75,80,109,"['pure-power', 'telepathy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/308.png
309,electrike,electric,,0.6,15.2,40,45,40,65,40,65,65,"['static', 'lightning-rod', 'minus']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/309.png
310,manectric,electric,,1.5,40.2,70,75,60,105,60,105,69,"['static', 'lightning-rod', 'minus']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/310.png
311,plusle,electric,,0.4,4.2,60,50,40,85,75,95,87,"['plus', 'lightning-rod']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/311.png
312,minun,electric,,0.4,4.2,60,40,50,75,85,95,85,"['minus', 'volt-absorb']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/312.png
313,volbeat,bug,,0.7,17.7,65,73,75,47,85,85,90,"['illuminate', 'swarm', 'prankster']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/313.png
314,illumise,bug,,0.6,17.7,65,47,75,73,85,85,94,"['oblivious', 'tinted-lens', 'prankster']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/314.png
315,roselia,grass,poison,0.3,2.0,50,60,45,100,80,65,75,"['natural-cure', 'poison-point', 'leaf-guard']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/315.png
316,gulpin,poison,,0.4,10.3,70,43,53,43,53,40,85,"['liquid-ooze', 'sticky-hold', 'gluttony']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/316.png
317,swalot,poison,,1.7,80.0,100,73,83,73,83,55,90,"['liquid-ooze', 'sticky-hold', 'gluttony']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/317.png
318,carvanha,water,dark,0.8,20.8,45,90,20,65,20,65,69,"['rough-skin', 'speed-boost']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png
319,sharpedo,water,dark,1.8,88.8,70,120,40,95,40,95,82,"['rough-skin', 'speed-boost']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png
320,wailmer,water,,2.0,130.0,130,70,35,70,35,60,68,"['water-veil', 'oblivious', 'pressure']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/320.png
321,wailord,water,,14.5,398.0,170,90,45,90,45,60,68,"['water-veil', 'oblivious', 'pressure']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/321.png
322,numel,fire,ground,0.7,24.0,60,60,40,65,45,35,90,"['oblivious', 'simple', 'own-tempo']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/322.png
323,camerupt,fire,ground,1.9,220.0,70,100,70,105,75,40,91,"['magma-armor', 'solid-rock', 'anger-point']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/323.png
324,torkoal,fire,,0.5,80.4,70,85,140,85,70,20,88,"['white-smoke', 'drought', 'shell-armor']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/324.png
325,spoink,psychic,,0.7,30.6,60,25,35,70,80,60,92,"['thick-fat', 'own-tempo', 'gluttony']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/325.png
326,grumpig,psychic,,0.9,71.5,80,45,65,90,110,80,121,"['thick-fat', 'own-tempo', 'gluttony']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/326.png
327,spinda,normal,,1.1,5.0,60,60,60,60,60,60,100,"['own-tempo', 'tangled-feet', 'contrary']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/327.png
328,trapinch,ground,,0.7,15.0,45,100,45,45,45,10,63,"['hyper-cutter', 'arena-trap', 'sheer-force']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/328.png
329,vibrava,ground,dragon,1.1,15.3,50,70,50,50,50,70,93,['levitate'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/329.png
330,flygon,ground,dragon,2.0,82.0,80,100,80,80,80,100,114,['levitate'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/330.png
331,cacnea,grass,,0.4,51.3,50,85,40,85,40,35,104,"['sand-veil', 'water-absorb']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/331.png
332,cacturne,grass,dark,1.3,77.4,70,115,60,115,60,55,112,"['sand-veil', 'water-absorb']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/332.png
333,swablu,normal,flying,0.4,1.2,45,40,60,40,75,50,83,"['natural-cure', 'cloud-nine']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/333.png
334,altaria,dragon,flying,1.1,20.6,75,70,90,70,105,80,100,"['natural-cure', 'cloud-nine']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/334.png
335,zangoose,normal,,1.3,40.3,73,115,60,60,60,90,123,"['immunity', 'toxic-boost']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/335.png
336,seviper,poison,,2.7,52.5,73,100,60,100,60,65,104,"['shed-skin', 'infiltrator']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/336.png
337,lunatone,rock,psychic,1.0,168.0,90,55,65,95,85,70,94,['levitate'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/337.png
338,solrock,rock,psychic,1.2,154.0,90,95,85,55,65,70,98,['levitate'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/338.png
339,barboach,water,ground,0.4,1.9,50,48,43,46,41,60,70,"['oblivious', 'anticipation', 'hydration']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/339.png
340,whiscash,water,ground,0.9,23.6,110,78,73,76,71,60,81,"['oblivious', 'anticipation', 'hydration']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png
341,corphish,water,,0.6,11.5,43,80,65,50,35,35,85,"['hyper-cutter', 'shell-armor', 'adaptability']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png
342,crawdaunt,water,dark,1.1,32.8,63,120,85,90,55,55,98,"['hyper-cutter', 'shell-armor', 'adaptability']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png
343,baltoy,ground,psychic,0.5,21.5,40,40,55,40,70,55,83,['levitate'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png
344,claydol,ground,psychic,1.5,108.0,60,70,105,70,120,75,94,['levitate'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png
345,lileep,rock,grass,1.0,23.8,66,41,77,61,87,23,70,"['suction-cups', 'storm-drain']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png
346,cradily,rock,grass,1.5,60.4,86,81,97,81,107,43,79,"['suction-cups', 'storm-drain']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png
347,anorith,rock,bug,0.7,12.5,45,95,50,40,50,75,66,"['battle-armor', 'swift-swim']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png
348,armaldo,rock,bug,1.5,68.2,75,125,100,70,80,45,79,"['battle-armor', 'swift-swim']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png
349,feebas,water,,0.6,7.4,20,15,20,10,55,80,53,"['swift-swim', 'oblivious', 'adaptability']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png
350,milotic,water,,6.2,162.0,95,60,79,100,125,81,90,"['marvel-scale', 'competitive', 'cute-charm']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png
351,castform,normal,,0.3,0.8,70,70,70,70,70,70,70,['forecast'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png
352,kecleon,normal,,1.0,22.0,60,90,70,60,120,40,111,"['color-change', 'protean']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png
353,shuppet,ghost,,0.6,2.3,44,75,35,63,33,45,88,"['insomnia', 'frisk', 'cursed-body']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png
354,banette,ghost,,1.1,12.5,64,115,65,83,63,65,93,"['insomnia', 'frisk', 'cursed-body']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png
355,duskull,ghost,,0.8,15.0,20,40,90,30,90,25,83,"['levitate', 'frisk']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png
356,dusclops,ghost,,1.6,30.6,40,70,130,60,130,25,103,"['pressure', 'frisk']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png
357,tropius,grass,flying,2.0,100.0,99,68,83,72,87,51,95,"['chlorophyll', 'solar-power', 'harvest']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/357.png
358,chimecho,psychic,,0.6,1.0,75,50,80,95,90,65,103,['levitate'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/358.png
359,absol,dark,,1.2,47.0,65,130,60,75,60,75,112,"['pressure', 'super-luck', 'justified']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/359.png
360,wynaut,psychic,,0.6,14.0,95,23,48,23,48,23,8,"['shadow-tag', 'telepathy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/360.png
361,snorunt,ice,,0.7,16.8,50,50,50,50,50,50,61,"['inner-focus', 'ice-body', 'moody']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/361.png
362,glalie,ice,,1.5,256.5,80,80,80,80,80,80,80,"['inner-focus', 'ice-body', 'moody']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/362.png
363,spheal,ice,water,0.8,39.5,70,40,50,55,50,25,67,"['thick-fat', 'ice-body', 'oblivious']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/363.png
364,sealeo,ice,water,1.1,87.6,90,60,70,75,70,45,60,"['thick-fat', 'ice-body', 'oblivious']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/364.png
365,walrein,ice,water,1.4,150.6,110,80,90,95,90,65,73,"['thick-fat', 'ice-body', 'oblivious']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/365.png
366,clamperl,water,,0.4,52.5,35,64,85,74,55,32,45,"['shell-armor', 'rattled']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/366.png
367,huntail,water,,1.7,27.0,55,104,105,94,75,52,58,"['swift-swim', 'water-veil']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/367.png
368,gorebyss,water,,1.8,22.6,55,84,105,114,75,52,59,"['swift-swim', 'hydration']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/368.png
369,relicanth,water,rock,1.0,23.4,100,90,130,45,65,55,78,"['swift-swim', 'rock-head', 'sturdy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/369.png
370,luvdisc,water,,0.6,8.7,43,30,55,40,65,97,66,"['swift-swim', 'hydration']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/370.png
371,bagon,dragon,,0.6,42.1,45,75,60,40,30,50,71,"['rock-head', 'sheer-force']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/371.png
372,shelgon,dragon,,1.1,110.5,65,95,100,60,50,50,70,"['rock-head', 'overcoat']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/372.png
373,salamence,dragon,flying,1.5,102.6,95,135,80,110,80,100,93,"['intimidate', 'moxie']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/373.png
374,beldum,steel,psychic,0.6,95.2,40,55,80,35,60,30,8,"['clear-body', 'light-metal']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/374.png
375,metang,steel,psychic,1.2,202.5,60,75,100,55,80,50,93,"['clear-body', 'light-metal']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/375.png
376,metagross,steel,psychic,1.6,550.0,80,135,130,95,90,70,103,"['clear-body', 'light-metal']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/376.png
377,regirock,rock,,1.7,230.0,80,100,200,50,100,50,87,"['clear-body', 'sturdy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/377.png
378,regice,ice,,1.8,175.0,80,50,100,100,200,50,83,"['clear-body', 'ice-body']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/378.png
379,registeel,steel,,1.9,205.0,80,75,150,75,150,50,89,"['clear-body', 'light-metal']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/379.png
380,latias,dragon,psychic,1.4,40.0,80,80,90,110,130,110,122,['levitate'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/380.png
381,latios,dragon,psychic,2.0,60.0,80,90,80,130,110,110,116,['levitate'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/381.png
382,kyogre,water,,4.5,352.0,100,100,90,150,140,90,73,['drizzle'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/382.png
383,groudon,ground,,3.5,950.0,100,150,140,100,90,90,108,['drought'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/383.png
384,rayquaza,dragon,flying,7.0,206.5,105,150,90,150,90,95,105,['air-lock'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/384.png
385,jirachi,steel,psychic,0.3,1.1,100,100,100,100,100,100,108,['serene-grace'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/385.png
386,deoxys-normal,psychic,,1.7,60.8,50,150,50,150,50,150,116,['pressure'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/386.png
